Row,npc1_avg_control_speed,npc1_max_control_speed,npc2_avg_control_speed,npc2_max_control_speed,npc1_number_lane_changes,npc2_number_lane_changes,ego_max_speed,npc1_max_speed,npc2_max_speed,npc_avg_dist,max_npc_dist,min_npc_dist,type_npc_max_dist,type_npc_min_dist,op_npc_max_dist,op_npc_min_dist,ctrl_speed_npc_max_dist,ctrl_speed_npc_min_dist,speed_npc_min_dist,speed_npc_max_dist,avg_speed_npcs,max_npc_speed,type_npc_max_speed,op_npc_max_speed,ctrl_speed_npc_max_speed,dist_av_npc_max_speed
scenario673,13.2791400088019,27.0680075921861,14.8710393355647,26.6522151951002,4,9,11.7026085066081,23.009915741477,23.9262454440377,32.9984099768325,76.6960227948393,3.80107398653498,1,2,1,0,6.78406328172589,18.130581375564,16.4363127143408,6.35993233531578,8.3713224351465,23.9262454440377,2,1,26.6522151951002,47.0242276042454
scenario674,11.5987437392085,26.8451829405427,12.9852995128514,28.1719894542073,7,6,11.6477293603385,21.8200395090406,28.1702822829012,31.5331925011746,75.899110169892,3.5752749167736,1,2,2,1,24.142569077586,23.7511596403621,18.0976550875379,11.8118955957455,7.79872191562677,28.1702822829012,2,0,28.1719894542073,57.609666115916
scenario675,9.06536855478139,26.6585402116062,15.4408481262131,28.4613374525865,3,6,11.6833459568151,11.5926740906171,21.1589979081285,40.7664654477604,134.630774753007,2.76662798773231,1,2,0,0,11.6332878610621,4.69891280949712,4.69729230280461,2.63369716039112,6.25160110945403,21.1589979081285,2,1,19.8265949242031,8.84098670090526
scenario676,14.2298601497639,26.9205186549472,14.2022303005386,27.1753250706065,6,6,11.7601007931073,23.7840013946675,27.1752495582633,23.661606542938,48.5904626294096,3.8009657177864,2,2,0,0,24.7822113292747,27.1753250706065,19.2016393784499,12.6925909352994,8.66936893794101,27.1752495582633,2,0,27.1753250706065,46.3736901865383
scenario677,19.9493169220721,28.2312723960513,17.3078493741084,29.6379670005405,8,5,11.7330725044911,26.4307254813098,26.7587470584054,25.94292321561,73.771349405326,3.36518454494641,2,2,0,1,26.7734347661031,21.8540676482315,19.3710587361163,26.7587470584054,9.47671814519475,26.7587470584054,2,0,26.7734347661031,73.771349405326
scenario678,10.2214415678583,24.1632529066115,14.055791438331,28.5564172836678,5,8,11.6851434922005,24.1612781375585,28.5102187646961,27.8607588542822,62.9013732712166,3.80556532961524,1,2,1,0,24.1632529066115,16.4628168324512,14.5143658887131,11.8430816934154,7.79181873467957,28.5102187646961,2,0,28.5564172836678,49.2918826377491
scenario679,12.6048029437159,26.5793383039302,18.2515061172023,29.7273047897036,7,6,11.7018045480765,26.5774693453056,29.6615224983531,45.1696394423842,107.208124926081,3.84096791790591,2,2,0,0,26.3191592299604,20.4713046837738,18.0484025876803,0.01942126779382,9.51880543136942,29.6615224983531,2,2,29.7273047897036,91.9662743892327
scenario680,17.6465110718905,28.2909662436993,13.2057918001158,25.0711339318599,4,4,11.5498165338355,24.9012491158583,25.0446210032358,16.5832610458604,37.3042922296455,3.47705122276841,1,2,2,1,8.02020156684107,25.0711339318599,21.3886444607857,6.43684126726578,8.12817945264496,25.0446210032358,2,1,7.35546490405313,28.2226414577292
scenario681,9.01839866826397,25.1189988670299,16.4071728919361,28.1326661786867,6,9,11.2590550794931,17.4516630192006,23.344401838226,28.0638219653762,68.7497800827593,3.85753515558083,1,2,0,2,2.64796101917227,20.6634095438315,17.597551789491,2.64200832351864,7.02929920278835,23.344401838226,2,1,24.2586662661575,56.3028557949788
scenario682,16.43256217375,28.6585801961682,14.3181459416211,28.912692706619,4,7,11.5130970200718,25.2560319369142,28.636302288091,42.8018966914428,151.452263130918,1.99581272203441,2,1,1,1,15.9641509195539,15.8916576190785,1.51797594068977,12.4690615470465,7.86139046131125,28.636302288091,2,0,28.912692706619,144.872809098178
scenario683,13.7074704176547,26.9539735710865,12.1982478184424,22.1290938241961,5,9,11.6945624510071,26.945570261879,22.123627504941,18.7398742728695,68.4393155294826,3.39218708997298,1,2,0,1,26.9539735710865,4.69982055844354,4.32332053090906,11.6763769935356,7.66116458596953,26.945570261879,1,0,18.9363523752217,24.8402608963241
scenario684,10.6117949444568,27.6561602761122,12.1105806318263,24.1726626777049,4,8,11.6736126487952,20.4150612084434,20.7860850525609,42.9316586350476,100.129235652431,3.73648363205796,1,2,0,2,12.9028703599837,20.6859421057273,10.4024769700717,7.42186347119792,7.38551201707912,20.7860850525609,2,0,14.9450466898523,38.0966472999135
scenario685,15.8104578733563,26.4538282889876,19.1290767609149,29.6522786586572,5,6,11.6821395432238,23.2807605687163,25.4505025934314,42.2326606918001,113.107106703726,3.7954066000658,2,2,2,2,29.6522786586572,24.5934124164469,20.0654952593949,13.1070409889115,8.52616411519293,25.4505025934314,2,0,25.4564208178569,108.866891945133
scenario686,10.6601636111135,29.9987611323042,15.7061614058173,29.1426293396694,3,5,11.6949023274371,18.7687845557918,24.0294398585936,37.7123389500324,96.7348912969291,3.69032815471896,1,2,2,0,18.8311684864831,15.0934111023592,15.0387841601825,8.00615622819764,8.1524703711298,24.0294398585936,2,2,25.4712922921933,28.3783281516089
scenario687,15.6467277852924,29.4598981935747,17.7154595181634,29.9385558064951,4,6,11.548836372821,28.3561558643483,29.9089586963025,24.4230227525602,87.8338089164543,3.00874354945594,2,1,1,0,29.9385558064951,29.4598981935747,22.4678828324748,29.9089586963025,9.60431368024159,29.9089586963025,2,1,29.9385558064951,87.8338089164543
scenario688,16.1252306921617,29.6721670621158,19.8653898940259,28.9548934751829,6,5,11.7378789623972,27.9100683469837,28.7747879212796,32.6749090784146,102.566593457757,3.46695029929928,2,1,0,2,14.3328664169565,13.2784281326865,2.69198426405518,6.11531623662485,9.77545816119277,28.7747879212796,2,1,12.6541697819992,47.1622840870663
scenario689,14.9249269072029,29.9416813058335,17.002364557776,27.5005269514356,3,5,11.6926389542544,29.6940777810341,25.991589862169,31.2889907151798,81.9311112535335,3.18047915458547,2,2,1,1,23.3983445886199,11.8998023861669,11.8409213112181,23.3960930313639,9.59527810258387,29.6940777810341,1,2,29.9416813058335,11.886523227342
