instances,algo_collision,feature_npc1_avg_control_speed,feature_npc1_max_control_speed,feature_npc2_avg_control_speed,feature_npc2_max_control_speed,feature_npc1_number_lane_changes,feature_npc2_number_lane_changes,feature_ego_max_speed,feature_npc1_max_speed,feature_npc2_max_speed,feature_npc_avg_dist,feature_max_npc_dist,feature_min_npc_dist,feature_type_npc_max_dist,feature_type_npc_min_dist,feature_op_npc_max_dist,feature_op_npc_min_dist,feature_ctrl_speed_npc_max_dist,feature_ctrl_speed_npc_min_dist,feature_speed_npc_min_dist,feature_speed_npc_max_dist,feature_avg_speed_npcs,feature_max_npc_speed,feature_type_npc_max_speed,feature_op_npc_max_speed,feature_ctrl_speed_npc_max_speed,feature_dist_av_npc_max_speed,source
scenario144,0,13.881032006623794,25.399197621176462,18.05017702228314,29.671414431847708,7,3,10.571930092150305,25.130859631744215,29.640070128196818,22.173979229580272,57.386721105194525,2.9435265819346905,2,1,2,1,27.337014255683975,20.816073844098547,20.797001496389903,10.029289116526781,8.841729415918813,29.640070128196818,2,0,5.884965397718385,38.4712492904537,random
scenario145,0,12.217482102660579,27.320078768467965,17.085122637274605,29.018869075976674,7,7,11.68769967594111,24.01070389366581,26.011398313241177,58.375384186671,113.69155058432844,3.826275960287806,2,2,2,2,9.87513153011561,25.742262322019865,21.002814681919567,25.689702748855254,9.302035610234373,26.011398313241177,2,0,26.011581149858294,77.09061694760643,random
scenario146,0,14.070816154134523,24.614099508210202,15.108617031498932,28.26191116976658,7,7,11.702546609899,24.612743097177415,28.24480786243368,22.040597904340302,64.86989654256747,2.596220977743433,2,1,0,0,1.1341926315073603,10.723049546256245,7.219847575055467,28.24480786243368,8.72641912693914,28.24480786243368,2,0,1.1341926315073603,64.86989654256747,random
scenario147,0,16.713101516101496,29.781969970303955,18.346820909814085,25.740273942590093,5,8,11.711265948423197,24.598238711089078,25.737501453768605,21.59601653266695,96.44528024090917,2.342132776339963,2,2,2,0,23.21416631378106,3.4734104992226977,0.6737893635893288,12.525247639992886,9.424086036693692,25.737501453768605,2,1,25.740273942590093,3.7350731190671596,random
scenario148,0,11.81783081213083,27.267538884638277,20.501135286837954,28.496303847416595,3,3,11.57998473892078,27.162221284167977,28.454535266197166,37.29254081315912,94.38708013881522,3.5216280532878943,2,2,1,1,28.496303847416595,28.23109963667613,21.511209368562355,28.17613569095146,9.5680308051661,28.454535266197166,2,1,28.496303847416595,91.55038838799321,random
scenario149,0,14.52505181723078,29.02451486121443,13.287062347868277,27.184578803644904,4,4,11.726450313890098,18.110425585885817,27.180651456631875,25.517889974520028,78.22579665102906,3.270261335499492,2,2,1,1,4.180152435924352,16.45278025413641,15.848778537676639,25.846152732460162,8.006975046415299,27.180651456631875,2,0,26.107477793745865,50.08935067388232,random
scenario150,0,17.591609188209375,28.77190297182454,17.647729139382108,28.550801286653144,6,5,11.743591864361466,28.664690528925874,27.125763324971224,28.504221049795994,68.04126540721496,3.8840862790779123,2,2,1,0,25.530907973634026,27.140142559906604,21.002747037564625,19.175904225219117,8.619013867166686,28.664690528925874,1,0,28.77190297182454,12.12706408036933,random
scenario151,0,15.845414934312444,27.779091537516585,15.56754286506595,29.250614051526192,6,5,11.726701825455205,20.61134041337242,24.3699709429869,19.561694758840474,57.75293984752117,3.7863984109036855,2,2,0,2,4.466441615510702,19.192543073056324,18.98943345442202,24.3699709429869,8.539455340363668,24.3699709429869,2,0,4.466441615510702,57.75293984752117,random
scenario152,0,8.648756518991625,19.929473188037285,18.074242553306526,29.345864493304244,5,5,11.701554317294988,19.44882431638769,27.15927587768307,52.77595330339439,97.29338125507451,3.4109655668067735,1,2,0,1,19.929473188037285,21.005764327704604,18.619104336565428,10.721708658217294,8.747827451259681,27.15927587768307,2,2,1.7725861574808277,69.41359197381482,random
scenario153,0,20.00281236567906,28.566464176101956,10.736390421488865,29.035605755910726,4,7,11.693550428981771,28.387832526264102,29.035583891517028,29.258013121037642,78.15293927545115,2.85902172603856,2,2,0,2,29.035605755910726,12.26730998055352,3.5758232335306976,12.979668230158229,8.81112259895455,29.035583891517028,2,0,29.035605755910726,35.52703032451401,random
